InvoiceID,UsageDate,ServiceName,ResourceType,Region,Cost,UsageQuantity,LinkedAccount
INV-7060,2025-08-10,EBS,Compute,ap-south-1,46.66,67.29,70377
INV-8748,2025-08-10,RDS,Storage,us-west-2,26.65,86.83,92798
INV-6966,2025-08-10,EC2,Storage,ap-south-1,87.67,69.29,55519
INV-2596,2025-08-10,CloudFront,Networking,eu-west-1,98.32,94.47,41916
INV-1321,2025-08-10,EC2,Compute,us-east-1,47.08,49.77,73859
INV-6457,2025-08-10,EBS,Storage,eu-west-1,76.24,86.9,27805
INV-1901,2025-08-10,EBS,Compute,ap-south-1,4.4,3.14,30687
INV-9043,2025-08-10,CloudFront,Database,ap-south-1,71.11,68.98,18283
INV-6680,2025-08-10,S3,Database,eu-west-1,21.77,21.65,94540
INV-6635,2025-08-10,EBS,Database,us-east-1,39.22,39.45,90909
INV-1749,2025-08-10,RDS,Storage,us-east-1,10.79,10.75,12235
INV-5215,2025-08-10,EBS,Networking,ap-south-1,11.98,99.94,14580
INV-2980,2025-08-10,EBS,Compute,eu-west-1,62.54,97.72,64859
INV-6090,2025-08-10,ECS,Database,eu-west-1,103.15,87.09,95723
INV-4653,2025-08-10,S3,Compute,us-west-2,63.59,56.74,26811
INV-4480,2025-08-10,EBS,Database,us-west-2,55.88,87.86,23397
INV-1174,2025-08-10,S3,Database,us-east-1,33.36,32.77,96190
INV-2659,2025-08-10,CloudFront,Compute,eu-west-1,93.35,80.8,51596
INV-1209,2025-08-10,Lambda,Database,ap-south-1,54.39,79.8,23752
INV-6278,2025-08-10,S3,Networking,eu-west-1,18.35,81.8,18702
INV-1877,2025-08-10,S3,Storage,ap-south-1,3.18,54.49,58512
INV-9149,2025-08-10,S3,Networking,us-east-1,18.91,32.53,95479
INV-5456,2025-08-10,Lambda,Compute,us-west-2,42.0,39.68,32440
INV-8088,2025-08-10,EBS,Storage,ap-south-1,27.27,38.92,19735
INV-1117,2025-08-10,EC2,Networking,us-east-1,14.09,23.83,29103
INV-1710,2025-08-10,EBS,Database,us-west-2,3.56,22.8,76624
INV-8124,2025-08-10,S3,Compute,us-west-2,61.52,60.38,47305
INV-1071,2025-08-10,CloudFront,Compute,eu-west-1,44.76,61.99,23215
INV-6655,2025-08-10,ECS,Networking,ap-south-1,49.52,38.04,41039
INV-7465,2025-08-10,CloudFront,Storage,eu-west-1,38.7,51.96,90893
INV-3206,2025-08-10,ECS,Database,us-west-2,1.45,2.66,99655
INV-5796,2025-08-10,Lambda,Compute,us-east-1,23.93,38.08,35649
INV-3482,2025-08-10,RDS,Networking,ap-south-1,47.83,58.06,96101
INV-4612,2025-08-11,EBS,Networking,us-west-2,70.51,60.83,36705
INV-2195,2025-08-11,EBS,Compute,us-east-1,88.74,81.32,55277
INV-8695,2025-08-11,Lambda,Networking,us-west-2,7.3,95.56,66325
INV-8100,2025-08-11,CloudFront,Networking,ap-south-1,1.2,19.66,74767
INV-4356,2025-08-11,S3,Networking,ap-south-1,87.59,64.78,67772
INV-1529,2025-08-11,RDS,Database,ap-south-1,34.05,24.42,48309
INV-3018,2025-08-11,ECS,Networking,us-west-2,8.6,6.12,54243
INV-2845,2025-08-11,RDS,Compute,us-east-1,6.94,35.23,26774
INV-7176,2025-08-11,ECS,Database,ap-south-1,20.54,48.64,86348
INV-4891,2025-08-11,S3,Compute,ap-south-1,14.15,28.56,24692
INV-6095,2025-08-11,CloudFront,Compute,us-east-1,66.81,80.32,17881
INV-2670,2025-08-11,S3,Storage,us-east-1,29.17,31.2,42141
INV-8258,2025-08-11,EBS,Database,ap-south-1,31.9,71.64,27525
INV-3612,2025-08-11,EBS,Storage,us-west-2,9.39,41.41,96982
INV-1473,2025-08-11,RDS,Compute,ap-south-1,18.88,18.2,72133
INV-2032,2025-08-11,EBS,Database,ap-south-1,14.79,18.23,21648
INV-4986,2025-08-11,CloudFront,Compute,us-east-1,14.54,70.93,55750
INV-7592,2025-08-11,S3,Networking,us-east-1,23.96,56.77,97866
INV-6592,2025-08-11,EBS,Storage,us-east-1,72.33,96.3,35838
INV-7648,2025-08-11,RDS,Storage,us-east-1,68.35,80.62,33492
INV-4902,2025-08-11,S3,Networking,us-west-2,4.3,4.44,93279
INV-6941,2025-08-11,ECS,Compute,eu-west-1,87.76,95.15,33567
INV-9747,2025-08-11,RDS,Compute,eu-west-1,109.15,81.94,84084
INV-2708,2025-08-11,Lambda,Networking,eu-west-1,8.18,22.89,95215
INV-2175,2025-08-11,CloudFront,Storage,eu-west-1,39.5,61.14,60083
INV-1151,2025-08-11,EBS,Networking,us-east-1,113.82,84.0,69435
INV-5091,2025-08-11,RDS,Compute,eu-west-1,13.93,35.41,97562
INV-5383,2025-08-11,CloudFront,Storage,us-west-2,35.01,78.07,99687
INV-7930,2025-08-11,Lambda,Storage,us-east-1,54.67,82.28,92974
INV-2302,2025-08-11,EBS,Storage,us-west-2,12.59,66.79,18373
INV-6423,2025-08-11,S3,Storage,us-west-2,44.01,62.42,49958
INV-7144,2025-08-11,RDS,Database,eu-west-1,17.24,58.7,49501
INV-8092,2025-08-11,RDS,Storage,us-west-2,95.9,73.71,59495
INV-1211,2025-08-11,Lambda,Networking,us-west-2,4.11,21.75,44568
INV-7152,2025-08-12,ECS,Storage,us-west-2,2.41,2.46,66778
INV-7039,2025-08-12,Lambda,Networking,eu-west-1,51.19,60.75,18457
INV-9478,2025-08-12,RDS,Storage,ap-south-1,14.35,23.27,50737
INV-9249,2025-08-12,ECS,Networking,eu-west-1,45.83,59.49,11984
INV-1309,2025-08-12,S3,Database,us-east-1,24.48,98.78,67359
INV-1544,2025-08-12,ECS,Networking,us-west-2,44.25,69.54,18874
INV-2585,2025-08-12,EBS,Database,us-east-1,46.76,42.88,70414
INV-3498,2025-08-12,EBS,Storage,us-east-1,103.03,69.27,44994
INV-9200,2025-08-12,EC2,Compute,us-east-1,2.6,12.93,90122
INV-1210,2025-08-12,ECS,Storage,us-west-2,64.39,72.46,48493
INV-8110,2025-08-12,RDS,Database,us-east-1,4.54,27.49,23664
INV-2834,2025-08-12,RDS,Storage,us-east-1,11.66,8.66,58149
INV-5541,2025-08-12,EBS,Database,ap-south-1,10.0,19.27,95960
INV-8452,2025-08-12,EBS,Networking,us-east-1,12.84,22.74,37633
INV-3004,2025-08-12,CloudFront,Compute,us-east-1,5.65,7.04,44625
INV-9291,2025-08-12,RDS,Storage,eu-west-1,8.29,6.85,46374
INV-7971,2025-08-12,RDS,Database,eu-west-1,19.53,23.45,89764
INV-4829,2025-08-12,EC2,Networking,us-east-1,87.47,88.02,30066
INV-5335,2025-08-12,CloudFront,Networking,ap-south-1,27.75,53.34,96925
INV-4719,2025-08-12,EBS,Compute,us-west-2,34.06,33.37,73693
INV-6780,2025-08-12,EBS,Database,eu-west-1,100.37,99.41,13897
INV-6541,2025-08-12,EBS,Compute,eu-west-1,61.93,55.82,63117
INV-3018,2025-08-12,ECS,Networking,eu-west-1,6.39,46.57,65072
INV-4588,2025-08-12,CloudFront,Storage,eu-west-1,80.95,56.27,61147
INV-5107,2025-08-12,RDS,Database,eu-west-1,18.5,17.61,69839
INV-6115,2025-08-12,RDS,Networking,us-east-1,16.68,20.17,29148
INV-3154,2025-08-12,ECS,Networking,eu-west-1,6.86,9.76,73178
INV-3743,2025-08-12,ECS,Compute,eu-west-1,41.9,75.64,65527
INV-7192,2025-08-12,RDS,Compute,us-west-2,80.05,66.52,90614
INV-6132,2025-08-12,EC2,Storage,eu-west-1,36.19,92.73,65916
INV-3392,2025-08-12,Lambda,Storage,eu-west-1,10.84,39.99,10897
INV-6071,2025-08-12,EC2,Storage,eu-west-1,138.37,99.25,91919
INV-1673,2025-08-12,EC2,Storage,us-west-2,68.68,54.04,97068
INV-5001,2025-08-12,CloudFront,Database,ap-south-1,49.75,52.14,72161
INV-2488,2025-08-12,RDS,Database,eu-west-1,10.31,9.0,11912
INV-4206,2025-08-12,CloudFront,Database,us-east-1,16.05,12.86,19316
INV-7854,2025-08-12,RDS,Networking,ap-south-1,84.3,78.22,36486
INV-4034,2025-08-12,EC2,Database,us-west-2,1.82,3.71,23999
INV-4762,2025-08-12,EBS,Networking,eu-west-1,15.09,26.38,28547
INV-1409,2025-08-12,RDS,Storage,ap-south-1,12.48,8.86,11933
INV-3152,2025-08-13,ECS,Database,us-east-1,27.32,55.42,31552
INV-5124,2025-08-13,S3,Compute,eu-west-1,27.77,39.76,87370
INV-6854,2025-08-13,EC2,Database,ap-south-1,47.94,60.1,34994
INV-4261,2025-08-13,EC2,Database,ap-south-1,70.86,91.95,67598
INV-5782,2025-08-13,Lambda,Storage,ap-south-1,127.45,99.22,23721
INV-4001,2025-08-13,Lambda,Compute,ap-south-1,29.29,20.93,71029
INV-7921,2025-08-13,RDS,Database,us-east-1,14.49,11.73,63088
INV-9884,2025-08-13,EC2,Storage,ap-south-1,50.44,38.12,91667
INV-1965,2025-08-13,S3,Compute,ap-south-1,105.8,86.82,87967
INV-2851,2025-08-13,RDS,Networking,ap-south-1,38.86,79.02,61457
INV-9722,2025-08-13,RDS,Compute,eu-west-1,5.19,8.18,26976
INV-5867,2025-08-13,EBS,Storage,ap-south-1,18.45,17.44,70967
INV-4179,2025-08-13,CloudFront,Storage,eu-west-1,50.79,34.68,97346
INV-5665,2025-08-13,S3,Storage,ap-south-1,79.69,64.13,12166
INV-6550,2025-08-13,EC2,Compute,eu-west-1,17.34,13.34,62263
INV-2696,2025-08-13,ECS,Networking,ap-south-1,69.79,92.28,21333
INV-5617,2025-08-13,RDS,Database,ap-south-1,70.3,60.66,16454
INV-6070,2025-08-13,EBS,Database,us-east-1,13.68,17.57,56310
INV-5504,2025-08-13,EC2,Compute,ap-south-1,10.47,39.93,66775
INV-7072,2025-08-13,S3,Storage,eu-west-1,5.48,36.82,93264
INV-6240,2025-08-13,ECS,Storage,eu-west-1,0.66,2.68,38039
INV-3307,2025-08-13,CloudFront,Storage,us-west-2,81.57,96.32,61687
INV-8919,2025-08-13,EBS,Networking,ap-south-1,65.4,96.59,35104
INV-4036,2025-08-13,S3,Storage,eu-west-1,24.5,31.25,80799
INV-5637,2025-08-13,ECS,Compute,us-east-1,8.94,44.01,24795
INV-4590,2025-08-13,EC2,Compute,us-west-2,23.29,64.12,37512
INV-3029,2025-08-13,RDS,Networking,us-west-2,61.55,62.0,70575
INV-8161,2025-08-13,ECS,Compute,ap-south-1,2.12,15.29,25589
INV-6205,2025-08-13,S3,Database,us-west-2,55.98,78.1,78103
INV-2539,2025-08-13,EBS,Database,us-east-1,8.82,5.91,48419
INV-8252,2025-08-13,EBS,Storage,eu-west-1,6.21,5.87,30623
INV-4036,2025-08-13,EBS,Compute,ap-south-1,39.03,98.37,55000
INV-5908,2025-08-13,EC2,Compute,ap-south-1,3.23,14.31,64598
INV-1462,2025-08-13,EBS,Storage,us-west-2,5.97,30.4,19724
INV-7561,2025-08-13,S3,Compute,ap-south-1,9.72,69.25,29188
INV-5789,2025-08-14,EC2,Networking,us-west-2,76.24,50.99,90484
INV-6331,2025-08-14,CloudFront,Compute,eu-west-1,76.7,81.42,90482
INV-3254,2025-08-14,EC2,Storage,eu-west-1,29.3,30.69,52377
INV-5968,2025-08-14,Lambda,Storage,eu-west-1,35.23,52.75,71060
INV-8885,2025-08-14,EC2,Networking,us-east-1,17.58,13.16,34517
INV-4725,2025-08-14,EC2,Compute,ap-south-1,14.96,45.03,56320
INV-1873,2025-08-14,EBS,Database,us-west-2,23.96,36.84,72562
INV-3921,2025-08-14,Lambda,Database,ap-south-1,92.18,82.77,10203
INV-5537,2025-08-14,RDS,Storage,us-east-1,5.08,76.95,72209
INV-7457,2025-08-14,Lambda,Networking,us-west-2,31.17,41.67,44962
INV-6244,2025-08-14,S3,Networking,us-west-2,0.86,2.02,54147
INV-4359,2025-08-14,RDS,Storage,us-west-2,18.92,76.05,17646
INV-6043,2025-08-14,S3,Compute,us-west-2,19.4,53.58,94836
INV-8934,2025-08-14,Lambda,Storage,ap-south-1,0.52,1.31,91954
INV-6958,2025-08-14,Lambda,Compute,eu-west-1,118.3,97.59,33054
INV-1824,2025-08-14,EC2,Compute,us-east-1,72.68,95.96,73183
INV-9751,2025-08-14,CloudFront,Networking,eu-west-1,9.34,11.06,37150
INV-7882,2025-08-14,RDS,Storage,eu-west-1,57.97,45.49,94383
INV-9607,2025-08-14,Lambda,Networking,us-east-1,7.5,9.9,26854
INV-8991,2025-08-14,Lambda,Storage,eu-west-1,7.86,15.09,94299
INV-6630,2025-08-14,ECS,Compute,eu-west-1,54.6,73.76,94573
INV-7796,2025-08-14,S3,Compute,ap-south-1,23.42,37.65,86465
INV-4073,2025-08-14,EBS,Compute,ap-south-1,54.66,46.0,48999
INV-2635,2025-08-14,S3,Compute,eu-west-1,128.05,89.22,12019
INV-1038,2025-08-14,ECS,Networking,us-west-2,39.93,78.71,23268
INV-1951,2025-08-14,Lambda,Compute,us-west-2,47.12,68.84,25222
INV-1037,2025-08-14,EC2,Database,us-east-1,32.42,25.54,65912
INV-5352,2025-08-14,EC2,Storage,eu-west-1,5.35,3.94,68324
INV-2697,2025-08-14,EBS,Storage,ap-south-1,45.0,46.2,72410
INV-7351,2025-08-14,CloudFront,Compute,us-east-1,88.92,65.97,14244
INV-1454,2025-08-14,EC2,Compute,us-east-1,59.89,63.7,76468
INV-6321,2025-08-15,EBS,Storage,us-west-2,5.42,6.76,92739
INV-7832,2025-08-15,RDS,Networking,ap-south-1,16.9,15.1,92417
INV-6812,2025-08-15,Lambda,Storage,eu-west-1,53.13,51.27,35536
INV-3024,2025-08-15,EBS,Networking,us-west-2,0.74,4.26,15747
INV-6478,2025-08-15,EBS,Compute,eu-west-1,11.07,71.66,80758
INV-1536,2025-08-15,S3,Database,ap-south-1,0.49,7.22,38627
INV-1532,2025-08-15,Lambda,Database,us-west-2,107.07,95.65,69976
INV-5627,2025-08-15,S3,Storage,ap-south-1,16.99,35.39,18166
INV-2494,2025-08-15,Lambda,Database,eu-west-1,41.11,35.04,29179
INV-4248,2025-08-15,EC2,Database,eu-west-1,21.08,66.17,95753
INV-7535,2025-08-15,EC2,Storage,us-east-1,3.37,17.49,89301
INV-8953,2025-08-15,EC2,Database,us-east-1,76.52,66.06,25661
INV-3619,2025-08-15,EC2,Storage,ap-south-1,2.14,26.58,63930
INV-9290,2025-08-15,EBS,Networking,us-east-1,12.08,8.31,45509
INV-9565,2025-08-15,EC2,Database,us-east-1,34.51,29.61,80868
INV-3697,2025-08-15,S3,Networking,eu-west-1,37.74,62.5,69292
INV-9024,2025-08-15,Lambda,Compute,ap-south-1,4.67,20.65,88176
INV-3829,2025-08-15,EC2,Compute,eu-west-1,72.2,61.54,14310
INV-7575,2025-08-15,S3,Networking,us-east-1,52.76,64.43,22096
INV-9886,2025-08-15,ECS,Compute,eu-west-1,6.24,4.29,12115
INV-4007,2025-08-15,EBS,Networking,eu-west-1,37.92,79.89,46712
INV-5403,2025-08-15,RDS,Storage,ap-south-1,90.43,98.0,22419
INV-9066,2025-08-15,EBS,Database,us-east-1,66.13,58.28,60912
INV-8125,2025-08-15,RDS,Networking,us-west-2,81.35,81.2,39792
INV-7562,2025-08-15,S3,Database,us-west-2,6.97,12.9,86303
INV-8878,2025-08-15,EBS,Storage,eu-west-1,34.87,92.82,50896
INV-6369,2025-08-15,RDS,Networking,us-east-1,25.22,37.28,33644
INV-8309,2025-08-15,EBS,Networking,ap-south-1,41.31,44.0,65495
INV-5836,2025-08-15,ECS,Database,ap-south-1,37.63,94.31,71779
INV-8729,2025-08-15,EBS,Compute,eu-west-1,4.12,12.24,18654
INV-5745,2025-08-15,S3,Networking,ap-south-1,87.5,88.7,57415
INV-4463,2025-08-15,Lambda,Compute,eu-west-1,35.34,28.66,73963
INV-1765,2025-08-15,Lambda,Networking,us-west-2,110.05,86.15,88140
INV-2110,2025-08-15,CloudFront,Networking,ap-south-1,38.21,91.9,57127
INV-7499,2025-08-15,Lambda,Database,ap-south-1,54.21,75.53,69518
INV-8969,2025-08-16,CloudFront,Compute,ap-south-1,93.17,84.22,95264
INV-8132,2025-08-16,EC2,Networking,ap-south-1,77.78,77.67,60032
INV-4944,2025-08-16,ECS,Storage,ap-south-1,14.98,17.83,35710
INV-3682,2025-08-16,S3,Networking,us-west-2,138.77,98.47,71529
INV-6348,2025-08-16,EC2,Storage,ap-south-1,1.27,4.41,34934
INV-1762,2025-08-16,S3,Compute,eu-west-1,14.62,13.26,93637
INV-3705,2025-08-16,RDS,Database,us-east-1,29.41,81.8,23359
INV-6018,2025-08-16,Lambda,Compute,us-east-1,64.25,50.63,43407
INV-3342,2025-08-16,ECS,Compute,us-east-1,61.31,73.31,79560
INV-4101,2025-08-16,EC2,Storage,eu-west-1,46.5,59.08,10991
INV-1002,2025-08-16,RDS,Storage,us-east-1,25.93,29.83,33822
INV-7644,2025-08-16,RDS,Storage,eu-west-1,90.72,68.92,36199
INV-8816,2025-08-16,S3,Networking,us-west-2,73.45,63.67,27048
INV-2026,2025-08-16,EBS,Database,ap-south-1,11.57,16.09,24094
INV-8588,2025-08-16,Lambda,Networking,eu-west-1,0.42,1.03,83155
INV-5161,2025-08-16,EC2,Storage,us-west-2,108.14,72.67,65825
INV-5673,2025-08-16,ECS,Storage,eu-west-1,6.33,10.01,93973
INV-9971,2025-08-16,CloudFront,Database,us-west-2,27.68,80.03,48723
INV-5303,2025-08-16,CloudFront,Networking,ap-south-1,61.82,55.55,49743
INV-8284,2025-08-16,EBS,Storage,us-east-1,19.89,61.64,32264
INV-6039,2025-08-16,Lambda,Compute,ap-south-1,42.24,35.6,83721
INV-7812,2025-08-17,CloudFront,Compute,us-west-2,3.19,55.47,49854
INV-6938,2025-08-17,CloudFront,Storage,us-east-1,7.7,76.12,74740
INV-3213,2025-08-17,RDS,Database,ap-south-1,25.63,74.6,93145
INV-7446,2025-08-17,S3,Networking,us-east-1,55.91,95.81,24819
INV-8023,2025-08-17,EBS,Database,us-west-2,8.71,32.76,55488
INV-9631,2025-08-17,EBS,Compute,us-east-1,40.47,30.63,38467
INV-1506,2025-08-17,S3,Storage,ap-south-1,58.19,99.63,90680
INV-6547,2025-08-17,EC2,Database,eu-west-1,49.28,44.92,92543
INV-1940,2025-08-17,S3,Storage,us-west-2,80.65,88.63,21411
INV-4827,2025-08-17,CloudFront,Storage,ap-south-1,25.42,39.21,89768
INV-7865,2025-08-17,EBS,Networking,us-east-1,3.8,69.59,87456
INV-3235,2025-08-17,ECS,Database,us-west-2,35.06,62.0,89514
INV-2578,2025-08-17,CloudFront,Compute,eu-west-1,14.68,79.44,76894
INV-5574,2025-08-17,RDS,Storage,eu-west-1,43.99,58.86,53204
INV-8567,2025-08-17,EBS,Networking,us-west-2,9.26,64.27,58803
INV-7424,2025-08-17,ECS,Networking,eu-west-1,50.16,58.04,99299
INV-7137,2025-08-17,EC2,Database,ap-south-1,51.9,56.11,26262
INV-1344,2025-08-17,EC2,Storage,us-west-2,82.38,67.68,94765
INV-2234,2025-08-17,ECS,Compute,us-west-2,33.73,27.06,79224
INV-5940,2025-08-17,S3,Storage,us-west-2,8.07,49.88,41785
INV-5460,2025-08-17,ECS,Database,us-east-1,3.18,5.95,20061
INV-6121,2025-08-17,Lambda,Storage,ap-south-1,84.49,78.51,89993
INV-5704,2025-08-17,EC2,Compute,us-east-1,63.11,78.88,99996
INV-4579,2025-08-17,CloudFront,Storage,us-east-1,11.63,44.08,88703
INV-6699,2025-08-17,CloudFront,Storage,ap-south-1,22.34,32.89,38545
INV-9268,2025-08-17,CloudFront,Database,ap-south-1,3.31,8.95,24177
INV-4882,2025-08-17,CloudFront,Compute,eu-west-1,66.85,59.86,68568
INV-4077,2025-08-17,CloudFront,Storage,ap-south-1,140.06,99.83,74446
INV-1195,2025-08-17,ECS,Storage,ap-south-1,42.48,64.29,56698
INV-1705,2025-08-17,RDS,Compute,eu-west-1,75.69,63.65,63243
INV-7865,2025-08-17,RDS,Compute,us-east-1,7.68,11.92,48222
INV-1626,2025-08-17,RDS,Networking,us-east-1,50.95,84.0,71386
INV-7946,2025-08-18,Lambda,Database,eu-west-1,51.64,57.23,54411
INV-4460,2025-08-18,RDS,Compute,us-east-1,10.66,18.53,64961
INV-7980,2025-08-18,EC2,Database,us-west-2,2.95,33.52,47096
INV-9233,2025-08-18,Lambda,Database,eu-west-1,3.17,2.52,63212
INV-1129,2025-08-18,S3,Database,us-east-1,21.94,27.38,90685
INV-3383,2025-08-18,ECS,Storage,ap-south-1,42.33,29.94,67599
INV-5345,2025-08-18,EC2,Networking,eu-west-1,17.5,26.0,26779
INV-8763,2025-08-18,Lambda,Networking,us-west-2,110.93,87.29,68913
INV-2878,2025-08-18,S3,Networking,us-east-1,22.69,18.69,51371
INV-8638,2025-08-18,CloudFront,Networking,us-west-2,34.42,45.87,63093
INV-3944,2025-08-18,Lambda,Compute,us-west-2,2.24,13.43,94822
INV-8696,2025-08-18,CloudFront,Database,ap-south-1,56.06,72.82,34993
INV-3557,2025-08-18,CloudFront,Networking,ap-south-1,48.45,43.74,95324
INV-4854,2025-08-18,Lambda,Networking,us-west-2,21.47,76.57,14687
INV-4703,2025-08-18,CloudFront,Database,eu-west-1,15.04,61.06,71975
INV-7131,2025-08-18,ECS,Compute,us-east-1,75.35,75.16,34285
INV-2824,2025-08-18,S3,Compute,us-east-1,14.35,95.67,62571
INV-9379,2025-08-18,EC2,Database,ap-south-1,2.66,5.8,80438
INV-8991,2025-08-18,Lambda,Networking,eu-west-1,10.71,26.24,12409
INV-1014,2025-08-18,EC2,Storage,eu-west-1,37.33,90.63,28305
INV-6878,2025-08-18,CloudFront,Storage,us-east-1,31.39,27.27,65725
INV-8364,2025-08-18,CloudFront,Storage,eu-west-1,52.97,45.03,50469
INV-8233,2025-08-18,Lambda,Storage,us-east-1,5.02,6.63,12164
INV-1487,2025-08-18,CloudFront,Compute,eu-west-1,0.49,3.46,46224
INV-2661,2025-08-18,RDS,Database,eu-west-1,22.84,90.65,27321
INV-1932,2025-08-18,Lambda,Compute,us-west-2,34.43,53.29,51597
INV-4794,2025-08-18,Lambda,Compute,us-west-2,47.15,34.8,28129
INV-4853,2025-08-18,RDS,Networking,us-west-2,2.31,2.28,97468
INV-6280,2025-08-18,CloudFront,Storage,us-east-1,83.07,96.34,67864
INV-7286,2025-08-19,ECS,Database,us-east-1,11.78,93.69,54531
INV-7156,2025-08-19,S3,Database,eu-west-1,17.92,41.94,19358
INV-2940,2025-08-19,ECS,Compute,ap-south-1,107.68,73.11,58247
INV-6697,2025-08-19,EC2,Compute,us-east-1,25.69,25.73,88131
INV-7248,2025-08-19,EC2,Compute,us-west-2,17.3,19.89,62415
INV-4443,2025-08-19,ECS,Networking,us-east-1,67.79,46.45,43225
INV-2929,2025-08-19,RDS,Compute,us-west-2,33.9,60.89,23282
INV-2177,2025-08-19,EC2,Compute,us-west-2,3.1,11.5,54047
INV-7858,2025-08-19,S3,Storage,ap-south-1,9.36,22.61,95502
INV-4795,2025-08-19,EC2,Database,us-west-2,73.49,85.08,99567
INV-9454,2025-08-19,S3,Compute,ap-south-1,11.34,52.39,39004
INV-9431,2025-08-19,RDS,Compute,eu-west-1,94.47,86.03,35364
INV-1276,2025-08-19,CloudFront,Networking,us-west-2,7.38,6.86,63126
INV-8690,2025-08-19,EBS,Compute,ap-south-1,9.17,54.4,80181
INV-8551,2025-08-19,EBS,Networking,ap-south-1,34.54,45.88,46234
INV-2305,2025-08-19,CloudFront,Storage,us-east-1,23.68,16.66,13906
INV-6400,2025-08-19,ECS,Networking,us-east-1,86.72,85.01,15144
INV-9716,2025-08-19,S3,Database,us-west-2,29.95,46.28,26583
INV-1686,2025-08-19,Lambda,Database,eu-west-1,54.77,65.13,53619
INV-4502,2025-08-19,EBS,Database,us-east-1,5.01,6.32,48906
INV-7389,2025-08-19,ECS,Storage,us-west-2,57.74,80.66,34616
INV-8696,2025-08-19,CloudFront,Networking,ap-south-1,6.3,5.29,42049
INV-3913,2025-08-19,EBS,Compute,ap-south-1,8.59,20.22,63287
INV-9798,2025-08-19,ECS,Networking,us-west-2,8.75,16.55,42395
INV-2013,2025-08-19,RDS,Compute,eu-west-1,60.8,75.7,32119
INV-1554,2025-08-19,RDS,Storage,eu-west-1,27.21,20.57,65071
INV-5629,2025-08-19,EC2,Compute,eu-west-1,115.45,87.97,62684
INV-4190,2025-08-19,RDS,Compute,eu-west-1,16.87,23.96,44977
INV-7662,2025-08-19,Lambda,Database,ap-south-1,115.19,98.5,78446
INV-9417,2025-08-19,RDS,Storage,us-west-2,0.41,2.81,52353
INV-8446,2025-08-19,EBS,Compute,us-east-1,63.56,46.45,14202
INV-4633,2025-08-19,EC2,Compute,ap-south-1,41.62,53.92,31355
INV-2024,2025-08-20,ECS,Database,eu-west-1,10.66,10.64,34236
INV-2101,2025-08-20,S3,Storage,us-west-2,49.47,82.23,94082
INV-5383,2025-08-20,EBS,Compute,us-west-2,112.37,77.58,31381
INV-3747,2025-08-20,RDS,Database,us-east-1,16.55,20.46,62016
INV-1766,2025-08-20,Lambda,Networking,ap-south-1,34.54,28.79,92447
INV-7568,2025-08-20,CloudFront,Compute,eu-west-1,56.07,57.8,30034
INV-3353,2025-08-20,RDS,Storage,eu-west-1,49.81,79.81,15070
INV-6131,2025-08-20,ECS,Database,us-east-1,75.31,91.52,65756
INV-2300,2025-08-20,CloudFront,Compute,eu-west-1,16.82,15.88,29072
INV-3889,2025-08-20,RDS,Compute,eu-west-1,40.41,79.35,81328
INV-4557,2025-08-20,S3,Compute,us-west-2,116.93,85.73,88820
INV-6146,2025-08-20,EC2,Networking,us-west-2,40.98,27.76,58190
INV-9133,2025-08-20,CloudFront,Database,eu-west-1,4.86,14.16,97052
INV-9656,2025-08-20,Lambda,Networking,us-west-2,24.91,18.5,61441
INV-7902,2025-08-20,EC2,Networking,us-west-2,17.71,65.46,59046
INV-4636,2025-08-20,EC2,Database,eu-west-1,41.54,44.09,82465
INV-2511,2025-08-20,RDS,Database,eu-west-1,11.22,8.44,49540
INV-3126,2025-08-20,S3,Networking,us-east-1,62.9,80.38,97459
INV-2912,2025-08-20,EBS,Database,us-east-1,63.42,96.72,22584
INV-4379,2025-08-20,Lambda,Storage,us-east-1,100.23,98.41,12852
INV-2476,2025-08-20,Lambda,Database,us-west-2,18.46,63.5,62901
INV-6907,2025-08-20,ECS,Networking,us-west-2,59.08,88.2,52170
INV-2418,2025-08-20,RDS,Compute,us-east-1,1.11,16.31,58552
INV-4783,2025-08-20,ECS,Storage,ap-south-1,45.64,56.02,75378
INV-7788,2025-08-20,Lambda,Storage,ap-south-1,96.49,71.96,90573
INV-7884,2025-08-20,EC2,Networking,us-west-2,8.92,8.03,45850
INV-7729,2025-08-20,Lambda,Storage,us-east-1,24.36,18.82,38108
INV-9021,2025-08-20,EC2,Networking,ap-south-1,68.33,81.92,91465
INV-5332,2025-08-20,RDS,Compute,ap-south-1,35.94,71.05,13104
INV-4632,2025-08-20,S3,Database,us-east-1,58.56,47.17,44740
INV-8718,2025-08-20,EBS,Networking,ap-south-1,26.15,45.98,70601
INV-2564,2025-08-20,Lambda,Database,us-west-2,61.89,49.47,89013
INV-2656,2025-08-20,Lambda,Storage,us-west-2,10.14,33.59,41663
INV-7757,2025-08-20,Lambda,Networking,eu-west-1,88.87,71.23,50805
INV-5187,2025-08-20,S3,Compute,ap-south-1,4.04,10.15,36976
INV-8405,2025-08-20,S3,Compute,us-east-1,7.92,14.28,54073
INV-6863,2025-08-21,RDS,Compute,us-west-2,51.21,45.09,23711
INV-6805,2025-08-21,S3,Database,us-east-1,61.92,65.15,45639
INV-1774,2025-08-21,ECS,Database,us-east-1,44.83,35.3,76820
